predicted_quantile,observed_frequency,calibration_error
0.1,0.08211889891279205,-0.01788110108720796
0.2,0.14480684709692343,-0.05519315290307658
0.30000000000000004,0.20934536201711773,-0.09065463798288231
0.4,0.2775850104094379,-0.12241498959056213
0.5,0.3650242886884108,-0.1349757113115892
0.6,0.4480684709692343,-0.15193152903076568
0.7000000000000001,0.546148507980569,-0.15385149201943105
0.8,0.6409900532037937,-0.1590099467962064
0.9,0.744853111265325,-0.15514688873467497
