baseline_mape,feedback_mape,mape_improvement,baseline_median_abs_pct_error,feedback_median_abs_pct_error,baseline_signed_bias,feedback_signed_bias,baseline_overpay_rate,feedback_overpay_rate,baseline_average_offer_to_actual,feedback_average_offer_to_actual,average_offer_change,average_offer_change_pct,baseline_average_net_pnl_proxy,feedback_average_net_pnl_proxy,baseline_median_net_pnl_proxy,feedback_median_net_pnl_proxy,baseline_total_net_pnl_proxy,feedback_total_net_pnl_proxy,pnl_proxy_change,baseline_roi_proxy,feedback_roi_proxy,baseline_negative_pnl_rate,feedback_negative_pnl_rate,operating_cost_rate,final_multiplier_used
0.1197303544345784,0.1174159631960105,0.0023143912385679005,0.08802574778730839,0.08070698172542605,30632.35626186903,17032.889596592195,0.1239879713162156,0.15845477677538747,0.8670905461793168,0.8894895190993335,12031.800765116228,0.026001645851743426,68778.1661961729,56746.36543105667,43319.422126195044,33598.873651525355,297328012.46605545,245314537.758458,-52013474.707597464,0.13955113995408375,0.11065977605098168,0.18181818181818182,0.23178348369188065,0.04,1.0594205248559698
