target_quantile,adjusted_raw_quantile_level
0.1,0.06523809523809525
0.2,0.1944186046511628
0.30000000000000004,0.3328163265306123
0.4,0.4651798561151079
0.5,0.5976470588235294
0.6,0.7125513196480937
0.7000000000000001,0.8122365038560413
0.8,0.9007321804631885
0.9,0.9607826086956521
