scenario,shock_factor,market_multiplier,implied_market_bias,median_sale_ratio,mean_sale_ratio,average_original_offer,average_feedback_adjusted_offer,average_offer_change,average_offer_change_pct,median_offer_change,median_offer_change_pct
downside_10pct,0.9,0.9352378819083537,-0.06476211809164634,0.9352378819083537,0.9454876657712744,463943.79755122476,433897.8145463255,-30045.983004899277,-0.06476211809164632,-25985.686908158532,-0.06476211809164634
downside_5pct,0.95,0.9871955420143733,-0.012804457985626683,0.9871955420143733,0.998014758314123,463943.79755122476,458003.248687788,-5940.548863436748,-0.012804457985626683,-5137.766429632669,-0.012804457985626683
neutral,1.0,1.0391532021203929,0.03915320212039286,1.0391532021203929,1.0505418508569717,463943.79755122476,482108.6828292504,18164.88527802573,0.03915320212039286,15710.154048893193,0.03915320212039286
upside_5pct,1.05,1.0911108622264125,0.09111086222641251,1.0911108622264125,1.1030689433998202,463943.79755122476,506214.116970713,42270.31941948826,0.09111086222641251,36558.074527419114,0.09111086222641251
